Algeria,Oscar Jon Kafka,Kafka,5,2000,11,defender,algeria_oscar jon kafka.png,cp base.png 'algeria_oscar jon kafka.png';
Algeria,Martin Andy Fabish,Fabish,6,1998,6,defender,algeria_martin andy fabish.png,cp base.png 'algeria_martin andy fabish.png';
Algeria,Zyair Hezekiah Samuel,Samuel,8,1985,8,defender,algeria_zyair hezekiah samuel.png,cp base.png 'algeria_zyair hezekiah samuel.png';
Algeria,Kyro Donovan Galvin,Galvin,12,1995,9,defender,algeria_kyro donovan galvin.png,cp base.png 'algeria_kyro donovan galvin.png';
Algeria,Cade Salem Gaetana,Gaetana,7,1991,1,midfielder,algeria_cade salem gaetana.png,cp base.png 'algeria_cade salem gaetana.png';
Algeria,Ezequiel Boden Gainor,Gainor,13,1993,3,midfielder,algeria_ezequiel boden gainor.png,cp base.png 'algeria_ezequiel boden gainor.png';
Algeria,Chaim Ronan Sakhi,Sakhi,14,1984,9,midfielder,algeria_chaim ronan sakhi.png,cp base.png 'algeria_chaim ronan sakhi.png';
Algeria,Colton Jonas Fafard,Fafard,15,1993,6,midfielder,algeria_colton jonas fafard.png,cp base.png 'algeria_colton jonas fafard.png';
Algeria,Willie Omar Vala,Vala,16,2000,11,midfielder,algeria_willie omar vala.png,cp base.png 'algeria_willie omar vala.png';
Algeria,Enrique Daxton Ganya,Ganya,17,2000,7,midfielder,algeria_enrique daxton ganya.png,cp base.png 'algeria_enrique daxton ganya.png';
Algeria,Keenan Aryan Kaczmarczyk,Kaczmarczyk,18,1992,9,midfielder,algeria_keenan aryan kaczmarczyk.png,cp base.png 'algeria_keenan aryan kaczmarczyk.png';
Algeria,Timothy Harvey Gallina,Gallina,10,1996,2,midfielder,algeria_timothy harvey gallina.png,cp base.png 'algeria_timothy harvey gallina.png';
Algeria,Fernando Arthur Kaba,Kaba,9,1993,9,foward,algeria_fernando arthur kaba.png,cp base.png 'algeria_fernando arthur kaba.png';
Algeria,Castiel Emory Vann,Vann,11,2000,10,foward,algeria_castiel emory vann.png,cp base.png 'algeria_castiel emory vann.png';
Algeria,Carmelo Benicio Varda,Varda,19,1996,1,foward,algeria_carmelo benicio varda.png,cp base.png 'algeria_carmelo benicio varda.png';
Algeria,Lian Sullivan Kaderabek,Kaderabek,20,1985,1,foward,algeria_lian sullivan kaderabek.png,cp base.png 'algeria_lian sullivan kaderabek.png';
Algeria,Nathan Abel Sachiel,Sachiel,21,1986,6,foward,algeria_nathan abel sachiel.png,cp base.png 'algeria_nathan abel sachiel.png';
Argentina,Miles Royce Gardenor,Gardenor,1,1993,4,goalkeeper,argentina_miles royce gardenor.png,cp base.png 'argentina_miles royce gardenor.png';
Argentina,Kyrie Rayan Salvatore,Salvatore,22,1999,12,goalkeeper,argentina_kyrie rayan salvatore.png,cp base.png 'argentina_kyrie rayan salvatore.png';
Argentina,Ayaan Carlos Vanna,Vanna,2,1984,5,defender,argentina_ayaan carlos vanna.png,cp base.png 'argentina_ayaan carlos vanna.png';
Argentina,Emir Leonel Saccente,Saccente,3,1985,4,defender,argentina_emir leonel saccente.png,cp base.png 'argentina_emir leonel saccente.png';
Argentina,Jax Bruce Gabrail,Gabrail,4,1996,4,defender,argentina_jax bruce gabrail.png,cp base.png 'argentina_jax bruce gabrail.png';
Argentina,Khari Rylan Magarious,Magarious,5,1986,1,defender,argentina_khari rylan magarious.png,cp base.png 'argentina_khari rylan magarious.png';
Argentina,Jaxton Patrick Vaino,Vaino,6,1985,7,defender,argentina_jaxton patrick vaino.png,cp base.png 'argentina_jaxton patrick vaino.png';
Argentina,Finley Prince Sady,Sady,8,1987,2,defender,argentina_finley prince sady.png,cp base.png 'argentina_finley prince sady.png';
Argentina,Zane Izaiah Kadis,Kadis,12,1987,11,defender,argentina_zane izaiah kadis.png,cp base.png 'argentina_zane izaiah kadis.png';
Argentina,Johnathan Brixton Sacra,Sacra,7,1998,2,midfielder,argentina_johnathan brixton sacra.png,cp base.png 'argentina_johnathan brixton sacra.png';
Argentina,Conner Lyric Valentino,Valentino,13,1986,10,midfielder,argentina_conner lyric valentino.png,cp base.png 'argentina_conner lyric valentino.png';
Argentina,Elliot Brody Sadiq,Sadiq,14,1986,10,midfielder,argentina_elliot brody sadiq.png,cp base.png 'argentina_elliot brody sadiq.png';
Argentina,Peyton Judson Abend,Abend,15,1996,11,midfielder,argentina_peyton judson abend.png,cp base.png 'argentina_peyton judson abend.png';
Argentina,Lee Jimmy Saadya,Saadya,16,2000,1,midfielder,argentina_lee jimmy saadya.png,cp base.png 'argentina_lee jimmy saadya.png';
Argentina,Kiaan Braylon Magarious,Magarious,17,1985,11,midfielder,argentina_kiaan braylon magarious.png,cp base.png 'argentina_kiaan braylon magarious.png';
Argentina,Franco Clay Aalbers,Aalbers,18,1994,1,midfielder,argentina_franco clay aalbers.png,cp base.png 'argentina_franco clay aalbers.png';
Argentina,Jedidiah Maximo Facemire,Facemire,10,1997,3,midfielder,argentina_jedidiah maximo facemire.png,cp base.png 'argentina_jedidiah maximo facemire.png';
Argentina,Maximiliano Leroy Varsha,Varsha,9,1990,10,foward,argentina_maximiliano leroy varsha.png,cp base.png 'argentina_maximiliano leroy varsha.png';
Argentina,Alberto Demetrius Gardiner,Gardiner,11,1995,8,foward,argentina_alberto demetrius gardiner.png,cp base.png 'argentina_alberto demetrius gardiner.png';
Argentina,Jorge Braylon Fail,Fail,19,1997,6,foward,argentina_jorge braylon fail.png,cp base.png 'argentina_jorge braylon fail.png';
Argentina,Ameer Skyler Vallon,Vallon,20,1996,3,foward,argentina_ameer skyler vallon.png,cp base.png 'argentina_ameer skyler vallon.png';
Argentina,Ryan Ocean Sandeep,Sandeep,21,1989,7,foward,argentina_ryan ocean sandeep.png,cp base.png 'argentina_ryan ocean sandeep.png';
Armenia,Genesis Zakai Abate,Abate,1,1997,3,goalkeeper,armenia_genesis zakai abate.png,cp base.png 'armenia_genesis zakai abate.png';
Armenia,Finn Bode Gai,Gai,22,1985,2,goalkeeper,armenia_finn bode gai.png,cp base.png 'armenia_finn bode gai.png';
Armenia,Leonidas Gael Sabin,Sabin,2,1994,5,defender,armenia_leonidas gael sabin.png,cp base.png 'armenia_leonidas gael sabin.png';
Armenia,Huxley Travis Fabri,Fabri,3,1993,8,defender,armenia_huxley travis fabri.png,cp base.png 'armenia_huxley travis fabri.png';
Armenia,Royce Christopher Vaile,Vaile,4,1986,10,defender,armenia_royce christopher vaile.png,cp base.png 'armenia_royce christopher vaile.png';
Armenia,Dax Leonardo Gar,Gar,5,1997,4,defender,armenia_dax leonardo gar.png,cp base.png 'armenia_dax leonardo gar.png';
Armenia,Kayden Kenji Kaczor,Kaczor,6,1988,1,defender,armenia_kayden kenji kaczor.png,cp base.png 'armenia_kayden kenji kaczor.png';
Armenia,Wilson Arian Faenza,Faenza,8,1988,9,defender,armenia_wilson arian faenza.png,cp base.png 'armenia_wilson arian faenza.png';
Armenia,Hayes Orlando Garlanah,Garlanah,12,2000,3,defender,armenia_hayes orlando garlanah.png,cp base.png 'armenia_hayes orlando garlanah.png';
Armenia,Denver Jake Valentia,Valentia,7,2000,5,midfielder,armenia_denver jake valentia.png,cp base.png 'armenia_denver jake valentia.png';
Armenia,Talon Jon Faas,Faas,13,1992,1,midfielder,armenia_talon jon faas.png,cp base.png 'armenia_talon jon faas.png';
Armenia,Noah Harry Abbruzzese,Abbruzzese,14,1990,1,midfielder,armenia_noah harry abbruzzese.png,cp base.png 'armenia_noah harry abbruzzese.png';
Armenia,Avery Elias Sabana,Sabana,15,1989,5,midfielder,armenia_avery elias sabana.png,cp base.png 'armenia_avery elias sabana.png';
Armenia,Brady Shane Fahrenholz,Fahrenholz,16,2000,9,midfielder,armenia_brady shane fahrenholz.png,cp base.png 'armenia_brady shane fahrenholz.png';
Armenia,Henrik Dalton Varoun,Varoun,17,1999,5,midfielder,armenia_henrik dalton varoun.png,cp base.png 'armenia_henrik dalton varoun.png';
Armenia,Misael Harvey Gadah,Gadah,18,1993,9,midfielder,armenia_misael harvey gadah.png,cp base.png 'armenia_misael harvey gadah.png';
Armenia,Kolton Enoch Fabish,Fabish,10,1991,1,midfielder,armenia_kolton enoch fabish.png,cp base.png 'armenia_kolton enoch fabish.png';
Armenia,Riggs Forest Valtina,Valtina,9,1997,5,foward,armenia_riggs forest valtina.png,cp base.png 'armenia_riggs forest valtina.png';
Armenia,Marcus Xander Sampath,Sampath,11,2000,2,foward,armenia_marcus xander sampath.png,cp base.png 'armenia_marcus xander sampath.png';
Armenia,Mathias Kashton Sadd,Sadd,19,1996,3,foward,armenia_mathias kashton sadd.png,cp base.png 'armenia_mathias kashton sadd.png';
Armenia,Asa Wesson Saccoccio,Saccoccio,20,1987,10,foward,armenia_asa wesson saccoccio.png,cp base.png 'armenia_asa wesson saccoccio.png';
Armenia,Rocco Kiaan Sabharwal,Sabharwal,21,2000,6,foward,armenia_rocco kiaan sabharwal.png,cp base.png 'armenia_rocco kiaan sabharwal.png';
Australia,Joziah Michael Kajiwara,Kajiwara,1,1987,3,goalkeeper,australia_joziah michael kajiwara.png,cp base.png 'australia_joziah michael kajiwara.png';
Australia,Jacoby Alijah Sabrena,Sabrena,22,1996,7,goalkeeper,australia_jacoby alijah sabrena.png,cp base.png 'australia_jacoby alijah sabrena.png';
Australia,Aidan Alan Varesh,Varesh,2,1991,4,defender,australia_aidan alan varesh.png,cp base.png 'australia_aidan alan varesh.png';
Australia,Bishop Sullivan Vay,Vay,3,1990,4,defender,australia_bishop sullivan vay.png,cp base.png 'australia_bishop sullivan vay.png';
Australia,Rory Logan Abegglen,Abegglen,4,1994,5,defender,australia_rory logan abegglen.png,cp base.png 'australia_rory logan abegglen.png';
Australia,Samuel Kaysen Kainer,Kainer,5,1990,10,defender,australia_samuel kaysen kainer.png,cp base.png 'australia_samuel kaysen kainer.png';
Australia,William Kaiden Gallwai,Gallwai,6,1990,2,defender,australia_william kaiden gallwai.png,cp base.png 'australia_william kaiden gallwai.png';
Australia,Ayden Gustavo Sabio,Sabio,8,1998,1,defender,australia_ayden gustavo sabio.png,cp base.png 'australia_ayden gustavo sabio.png';
Australia,Rene Jedidiah Sacha,Sacha,12,1988,10,defender,australia_rene jedidiah sacha.png,cp base.png 'australia_rene jedidiah sacha.png';
Australia,Abel Alfred Fabri,Fabri,7,1994,9,midfielder,australia_abel alfred fabri.png,cp base.png 'australia_abel alfred fabri.png';
Australia,Clay Marvin Kadinger,Kadinger,13,1991,5,midfielder,australia_clay marvin kadinger.png,cp base.png 'australia_clay marvin kadinger.png';
Australia,Oliver Cameron Kaczmar,Kaczmar,14,1986,2,midfielder,australia_oliver cameron kaczmar.png,cp base.png 'australia_oliver cameron kaczmar.png';
Australia,Chance Zahir Sacchetti,Sacchetti,15,1991,6,midfielder,australia_chance zahir sacchetti.png,cp base.png 'australia_chance zahir sacchetti.png';
Australia,Riggs Brody Fahle,Fahle,16,1997,12,midfielder,australia_riggs brody fahle.png,cp base.png 'australia_riggs brody fahle.png';
Australia,Kenji Kameron Abitz,Abitz,17,1985,4,midfielder,australia_kenji kameron abitz.png,cp base.png 'australia_kenji kameron abitz.png';
Australia,Calum Drake Abdi,Abdi,18,1995,3,midfielder,australia_calum drake abdi.png,cp base.png 'australia_calum drake abdi.png';
Australia,Rayan Alfred Kaiser,Kaiser,10,1999,8,midfielder,australia_rayan alfred kaiser.png,cp base.png 'australia_rayan alfred kaiser.png';
Australia,Amos Canaan Vala,Vala,9,2000,4,foward,australia_amos canaan vala.png,cp base.png 'australia_amos canaan vala.png';
Australia,Aden Jack Valin,Valin,11,1995,4,foward,australia_aden jack valin.png,cp base.png 'australia_aden jack valin.png';
Australia,Leighton Jaxtyn Valma,Valma,19,1991,12,foward,australia_leighton jaxtyn valma.png,cp base.png 'australia_leighton jaxtyn valma.png';
Australia,Seth Ruben Gabriella,Gabriella,20,1986,2,foward,australia_seth ruben gabriella.png,cp base.png 'australia_seth ruben gabriella.png';
Australia,Reginald Fabian Saje,Saje,21,1985,2,foward,australia_reginald fabian saje.png,cp base.png 'australia_reginald fabian saje.png';
Austria,Seth Yusuf Sailie,Sailie,1,1989,12,goalkeeper,austria_seth yusuf sailie.png,cp base.png 'austria_seth yusuf sailie.png';
Austria,Corey Harris Valisa,Valisa,22,1990,2,goalkeeper,austria_corey harris valisa.png,cp base.png 'austria_corey harris valisa.png';
Austria,Reign Jameson Faber,Faber,2,1995,1,defender,austria_reign jameson faber.png,cp base.png 'austria_reign jameson faber.png';
Austria,Daxton Hamza Vandele,Vandele,3,1999,5,defender,austria_daxton hamza vandele.png,cp base.png 'austria_daxton hamza vandele.png';
Austria,Kyro Roman Gabriello,Gabriello,4,1985,5,defender,austria_kyro roman gabriello.png,cp base.png 'austria_kyro roman gabriello.png';
Austria,Pedro Kason Saga,Saga,5,1990,4,defender,austria_pedro kason saga.png,cp base.png 'austria_pedro kason saga.png';
Austria,Bowen Landyn Valentina,Valentina,6,1998,12,defender,austria_bowen landyn valentina.png,cp base.png 'austria_bowen landyn valentina.png';
Austria,Bryan Garrett Sabados,Sabados,8,1992,2,defender,austria_bryan garrett sabados.png,cp base.png 'austria_bryan garrett sabados.png';
Austria,Lincoln Rayden Abbruzzese,Abbruzzese,12,1998,3,defender,austria_lincoln rayden abbruzzese.png,cp base.png 'austria_lincoln rayden abbruzzese.png';
Austria,Sylas Kingston Sandon,Sandon,7,1998,7,midfielder,austria_sylas kingston sandon.png,cp base.png 'austria_sylas kingston sandon.png';
Austria,Calum Malakai Factor,Factor,13,1985,12,midfielder,austria_calum malakai factor.png,cp base.png 'austria_calum malakai factor.png';
Austria,Adonis Jaime Gabriella,Gabriella,14,1991,3,midfielder,austria_adonis jaime gabriella.png,cp base.png 'austria_adonis jaime gabriella.png';
Austria,Kace Clayton Galiena,Galiena,15,1997,6,midfielder,austria_kace clayton galiena.png,cp base.png 'austria_kace clayton galiena.png';
Austria,Brian Uriel Varesh,Varesh,16,1986,10,midfielder,austria_brian uriel varesh.png,cp base.png 'austria_brian uriel varesh.png';
Austria,Kameron Shepard Sammy,Sammy,17,1985,6,midfielder,austria_kameron shepard sammy.png,cp base.png 'austria_kameron shepard sammy.png';
Austria,Maxton Damon Ganin,Ganin,18,1985,9,midfielder,austria_maxton damon ganin.png,cp base.png 'austria_maxton damon ganin.png';
Austria,Dakota Andre Fabish,Fabish,10,1997,6,midfielder,austria_dakota andre fabish.png,cp base.png 'austria_dakota andre fabish.png';
Austria,Atlas Braylen Garden,Garden,9,1993,1,foward,austria_atlas braylen garden.png,cp base.png 'austria_atlas braylen garden.png';
Austria,Joziah Jaxtyn Sabol,Sabol,11,1988,1,foward,austria_joziah jaxtyn sabol.png,cp base.png 'austria_joziah jaxtyn sabol.png';
Austria,Junior Kylo Garlynd,Garlynd,19,1984,6,foward,austria_junior kylo garlynd.png,cp base.png 'austria_junior kylo garlynd.png';
Austria,Issac Donovan Ableman,Ableman,20,1985,11,foward,austria_issac donovan ableman.png,cp base.png 'austria_issac donovan ableman.png';
Austria,Mathew Legend Sahib,Sahib,21,2000,10,foward,austria_mathew legend sahib.png,cp base.png 'austria_mathew legend sahib.png';
Bahrain,Abel Charles Salisbury,Salisbury,1,1997,5,goalkeeper,bahrain_abel charles salisbury.png,cp base.png 'bahrain_abel charles salisbury.png';
Bahrain,Lee Emerson Sahara,Sahara,22,1987,4,goalkeeper,bahrain_lee emerson sahara.png,cp base.png 'bahrain_lee emerson sahara.png';
Bahrain,Jamir Douglas Aberg,Aberg,2,1992,2,defender,bahrain_jamir douglas aberg.png,cp base.png 'bahrain_jamir douglas aberg.png';
Bahrain,Ocean Marvin Fahmy,Fahmy,3,1995,2,defender,bahrain_ocean marvin fahmy.png,cp base.png 'bahrain_ocean marvin fahmy.png';
Bahrain,Crew Russell Varsany,Varsany,4,1997,8,defender,bahrain_crew russell varsany.png,cp base.png 'bahrain_crew russell varsany.png';
Bahrain,Knox Clayton Gabryel,Gabryel,5,1989,6,defender,bahrain_knox clayton gabryel.png,cp base.png 'bahrain_knox clayton gabryel.png';
Bahrain,Ezequiel Mitchell Saba,Saba,6,2000,7,defender,bahrain_ezequiel mitchell saba.png,cp base.png 'bahrain_ezequiel mitchell saba.png';
Bahrain,Caden Paul Vale,Vale,8,1992,8,defender,bahrain_caden paul vale.png,cp base.png 'bahrain_caden paul vale.png';
Bahrain,Nova Brayden Saiyid,Saiyid,12,1984,12,defender,bahrain_nova brayden saiyid.png,cp base.png 'bahrain_nova brayden saiyid.png';
Bahrain,Oscar Grey Sagar,Sagar,7,2000,4,midfielder,bahrain_oscar grey sagar.png,cp base.png 'bahrain_oscar grey sagar.png';
Bahrain,Alvin Curtis Kacer,Kacer,13,1993,9,midfielder,bahrain_alvin curtis kacer.png,cp base.png 'bahrain_alvin curtis kacer.png';
Bahrain,Mekhi Rowan Valerian,Valerian,14,1991,3,midfielder,bahrain_mekhi rowan valerian.png,cp base.png 'bahrain_mekhi rowan valerian.png';
Bahrain,Otis Conner Galiane,Galiane,15,1988,3,midfielder,bahrain_otis conner galiane.png,cp base.png 'bahrain_otis conner galiane.png';
Bahrain,Joel Allen Saloman,Saloman,16,1994,5,midfielder,bahrain_joel allen saloman.png,cp base.png 'bahrain_joel allen saloman.png';
Bahrain,Chaim Julio Saah,Saah,17,1994,9,midfielder,bahrain_chaim julio saah.png,cp base.png 'bahrain_chaim julio saah.png';
Bahrain,Jaziel Brian Samir,Samir,18,1997,2,midfielder,bahrain_jaziel brian samir.png,cp base.png 'bahrain_jaziel brian samir.png';
Bahrain,Julius Jagger Vanda,Vanda,10,1996,4,midfielder,bahrain_julius jagger vanda.png,cp base.png 'bahrain_julius jagger vanda.png';
Bahrain,Rhett Dean Valina,Valina,9,1989,5,foward,bahrain_rhett dean valina.png,cp base.png 'bahrain_rhett dean valina.png';
Bahrain,Juelz Apollo Fahl,Fahl,11,2000,2,foward,bahrain_juelz apollo fahl.png,cp base.png 'bahrain_juelz apollo fahl.png';
Bahrain,Ambrose Tyler Abbett,Abbett,19,1992,4,foward,bahrain_ambrose tyler abbett.png,cp base.png 'bahrain_ambrose tyler abbett.png';
Bahrain,Vicente Tyler Garet,Garet,20,1985,12,foward,bahrain_vicente tyler garet.png,cp base.png 'bahrain_vicente tyler garet.png';
Bahrain,Wells Archie Gallus,Gallus,21,1987,1,foward,bahrain_wells archie gallus.png,cp base.png 'bahrain_wells archie gallus.png';
Belgium,Joziah Shiloh Sabatino,Sabatino,1,1986,2,goalkeeper,belgium_joziah shiloh sabatino.png,cp base.png 'belgium_joziah shiloh sabatino.png';
Belgium,Cory Randy Safa,Safa,22,1989,10,goalkeeper,belgium_cory randy safa.png,cp base.png 'belgium_cory randy safa.png';
Belgium,Kamden Cairo Saiun,Saiun,2,1994,6,defender,belgium_kamden cairo saiun.png,cp base.png 'belgium_kamden cairo saiun.png';
Belgium,Brody Clayton Valkee,Valkee,3,1997,3,defender,belgium_brody clayton valkee.png,cp base.png 'belgium_brody clayton valkee.png';
Belgium,Elliot Derek Vadin,Vadin,4,1999,3,defender,belgium_elliot derek vadin.png,cp base.png 'belgium_elliot derek vadin.png';
Belgium,Brayden Frank Aanenson,Aanenson,5,1995,5,defender,belgium_brayden frank aanenson.png,cp base.png 'belgium_brayden frank aanenson.png';
Belgium,Jedidiah Leif Gaelord,Gaelord,6,1992,7,defender,belgium_jedidiah leif gaelord.png,cp base.png 'belgium_jedidiah leif gaelord.png';
Belgium,Harlem Eric Gaetanna,Gaetanna,8,1992,2,defender,belgium_harlem eric gaetanna.png,cp base.png 'belgium_harlem eric gaetanna.png';
Belgium,Curtis Cole Gadah,Gadah,12,1998,2,defender,belgium_curtis cole gadah.png,cp base.png 'belgium_curtis cole gadah.png';
Belgium,Dario Jacoby Abeles,Abeles,7,1988,3,midfielder,belgium_dario jacoby abeles.png,cp base.png 'belgium_dario jacoby abeles.png';
Belgium,Marcel Nathan Gardin,Gardin,13,1995,7,midfielder,belgium_marcel nathan gardin.png,cp base.png 'belgium_marcel nathan gardin.png';
Belgium,Ruben Junior Gaile,Gaile,14,1989,3,midfielder,belgium_ruben junior gaile.png,cp base.png 'belgium_ruben junior gaile.png';
Belgium,Valentin Knox Galan,Galan,15,1998,6,midfielder,belgium_valentin knox galan.png,cp base.png 'belgium_valentin knox galan.png';
Belgium,Danny Ernesto Abbot,Abbot,16,1998,5,midfielder,belgium_danny ernesto abbot.png,cp base.png 'belgium_danny ernesto abbot.png';
Belgium,Nova Emerson Van,Van,17,1996,9,midfielder,belgium_nova emerson van.png,cp base.png 'belgium_nova emerson van.png';
Belgium,Liam Max Sabharwal,Sabharwal,18,1989,7,midfielder,belgium_liam max sabharwal.png,cp base.png 'belgium_liam max sabharwal.png';
Belgium,Fernando Augustus Vanka,Vanka,10,1997,9,midfielder,belgium_fernando augustus vanka.png,cp base.png 'belgium_fernando augustus vanka.png';
Belgium,Kane Damien Gahan,Gahan,9,1999,8,foward,belgium_kane damien gahan.png,cp base.png 'belgium_kane damien gahan.png';
Belgium,Raiden Salvatore Sacchi,Sacchi,11,1990,7,foward,belgium_raiden salvatore sacchi.png,cp base.png 'belgium_raiden salvatore sacchi.png';
Belgium,Titus Rowen Ableman,Ableman,19,1993,2,foward,belgium_titus rowen ableman.png,cp base.png 'belgium_titus rowen ableman.png';
Belgium,Harrison Roger Sajni,Sajni,20,1993,3,foward,belgium_harrison roger sajni.png,cp base.png 'belgium_harrison roger sajni.png';
Belgium,Legend Davis Kaber,Kaber,21,1995,10,foward,belgium_legend davis kaber.png,cp base.png 'belgium_legend davis kaber.png';
Benin,Kairo Parker Vandjuan,Vandjuan,1,1985,1,goalkeeper,benin_kairo parker vandjuan.png,cp base.png 'benin_kairo parker vandjuan.png';
Benin,Nathaniel Andre Aaron,Aaron,22,1988,4,goalkeeper,benin_nathaniel andre aaron.png,cp base.png 'benin_nathaniel andre aaron.png';
Benin,Riggs Drew Sakima,Sakima,2,1998,12,defender,benin_riggs drew sakima.png,cp base.png 'benin_riggs drew sakima.png';
Benin,Barrett Prince Sajni,Sajni,3,1998,4,defender,benin_barrett prince sajni.png,cp base.png 'benin_barrett prince sajni.png';
Benin,Idris David Valerian,Valerian,4,1989,3,defender,benin_idris david valerian.png,cp base.png 'benin_idris david valerian.png';
Benin,Noel Deandre Gaelord,Gaelord,5,1988,7,defender,benin_noel deandre gaelord.png,cp base.png 'benin_noel deandre gaelord.png';
Benin,Grey Drake Fagerland,Fagerland,6,1993,11,defender,benin_grey drake fagerland.png,cp base.png 'benin_grey drake fagerland.png';
Benin,Henrik Chance Saeko,Saeko,8,1985,8,defender,benin_henrik chance saeko.png,cp base.png 'benin_henrik chance saeko.png';
Benin,Aydin Eliezer Gaellen,Gaellen,12,1988,11,defender,benin_aydin eliezer gaellen.png,cp base.png 'benin_aydin eliezer gaellen.png';
Benin,Cesar Keegan Gaig,Gaig,7,1991,6,midfielder,benin_cesar keegan gaig.png,cp base.png 'benin_cesar keegan gaig.png';
Benin,Jair Maxton Fahrner,Fahrner,13,1995,1,midfielder,benin_jair maxton fahrner.png,cp base.png 'benin_jair maxton fahrner.png';
Benin,Rhett Malcolm Galatea,Galatea,14,1996,8,midfielder,benin_rhett malcolm galatea.png,cp base.png 'benin_rhett malcolm galatea.png';
Benin,Luciano Rayan Abdulla,Abdulla,15,1985,4,midfielder,benin_luciano rayan abdulla.png,cp base.png 'benin_luciano rayan abdulla.png';
Benin,Amari Erik Faiella,Faiella,16,1985,3,midfielder,benin_amari erik faiella.png,cp base.png 'benin_amari erik faiella.png';
Benin,Michael Diego Valkry,Valkry,17,1995,11,midfielder,benin_michael diego valkry.png,cp base.png 'benin_michael diego valkry.png';
Benin,Abraham Ishaan Sagara,Sagara,18,1987,12,midfielder,benin_abraham ishaan sagara.png,cp base.png 'benin_abraham ishaan sagara.png';
Benin,Blaise Jeffery Said,Said,10,1994,2,midfielder,benin_blaise jeffery said.png,cp base.png 'benin_blaise jeffery said.png';
